Concreteness,Description Length Ratio,Sentiment,Ppron,Inhib,Space,Filler,Ipron,Time,Percept,Verbs,Quant,Discrep,Relativ,You,Article,Cause,Prep,Relig,Bio,We,Assent,Incl,Leisure,AuxVb,Hear,They,Posemo,Affect,Excl,Home,Friends,SheHe,Numbers,Body,I,Work,Tentat,Ingest,Motion,Anger,Achiev,Swear,Death,Social,CogMech,Nonflu,Family,Pronoun,Funct,Feel,Certain,Insight,Humans,Sad,Past,See,Future,Adverbs,Present,Money,Negate,Health,Conj,Anx,Negemo,Sexual
0.002926,0.985114,0.000872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,-1.000000,0.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004933,1.036245,-0.008759,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.003701,1.006726,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.999888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.999498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000012,0.998716,0.000341,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,-2.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.000608,1.006653,-0.000174,2.000000,0.000000,2.000000,0.000000,0.000000,0.000000,1.000000,2.000000,1.000000,0.000000,2.000000,2.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,2.000000,10.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000666,1.024215,0.000165,1.000000,0.000000,9.000000,0.000000,0.000000,3.000000,0.000000,2.000000,2.000000,0.000000,13.000000,1.000000,3.000000,2.000000,10.000000,0.000000,0.000000,0.000000,0.000000,6.000000,3.000000,1.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,6.000000,0.000000,0.000000,3.000000,9.000000,0.000000,0.000000,1.000000,21.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000
0.001313,1.008731,-0.000170,1.000000,0.000000,6.000000,0.000000,0.000000,4.000000,0.000000,2.000000,2.000000,0.000000,11.000000,0.000000,2.000000,0.000000,3.000000,0.000000,0.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,1.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,1.000054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000394,1.010889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.002010,1.008483,0.001766,1.000000,0.000000,0.000000,0.000000,-2.000000,-2.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,-2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-2.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.000000,0.000000,0.000000,-1.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000
-0.010933,1.412049,-0.000720,21.000000,2.000000,10.000000,0.000000,21.000000,12.000000,0.000000,31.000000,4.000000,2.000000,24.000000,1.000000,15.000000,5.000000,26.000000,0.000000,9.000000,15.000000,0.000000,23.000000,3.000000,19.000000,0.000000,5.000000,16.000000,18.000000,3.000000,1.000000,2.000000,0.000000,3.000000,0.000000,0.000000,9.000000,5.000000,0.000000,2.000000,0.000000,9.000000,0.000000,0.000000,47.000000,47.000000,0.000000,1.000000,42.000000,128.000000,0.000000,3.000000,6.000000,3.000000,0.000000,3.000000,0.000000,4.000000,9.000000,22.000000,5.000000,0.000000,1.000000,17.000000,1.000000,2.000000,8.000000
0.054463,2.195876,0.002959,7.000000,0.000000,14.000000,0.000000,3.000000,4.000000,0.000000,7.000000,12.000000,1.000000,20.000000,3.000000,8.000000,3.000000,13.000000,0.000000,0.000000,1.000000,0.000000,10.000000,5.000000,4.000000,0.000000,3.000000,5.000000,5.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,3.000000,0.000000,1.000000,0.000000,5.000000,0.000000,0.000000,16.000000,17.000000,0.000000,0.000000,10.000000,63.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,7.000000,5.000000,1.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000
0.043465,1.950719,0.031750,10.000000,0.000000,2.000000,1.000000,5.000000,3.000000,0.000000,9.000000,4.000000,2.000000,6.000000,2.000000,5.000000,0.000000,11.000000,0.000000,0.000000,4.000000,0.000000,5.000000,2.000000,5.000000,0.000000,0.000000,7.000000,8.000000,4.000000,1.000000,1.000000,0.000000,3.000000,0.000000,4.000000,4.000000,3.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,14.000000,14.000000,0.000000,1.000000,15.000000,51.000000,0.000000,1.000000,3.000000,2.000000,0.000000,0.000000,0.000000,0.000000,3.000000,5.000000,2.000000,0.000000,0.000000,6.000000,0.000000,1.000000,0.000000
0.000703,1.040037,-0.003299,9.000000,0.000000,5.000000,0.000000,3.000000,6.000000,-2.000000,9.000000,1.000000,0.000000,11.000000,0.000000,2.000000,0.000000,7.000000,0.000000,1.000000,2.000000,0.000000,3.000000,3.000000,4.000000,-2.000000,-1.000000,5.000000,6.000000,-1.000000,0.000000,0.000000,3.000000,1.000000,1.000000,5.000000,1.000000,-1.000000,0.000000,1.000000,0.000000,2.000000,0.000000,0.000000,11.000000,4.000000,0.000000,1.000000,12.000000,32.000000,0.000000,2.000000,-1.000000,2.000000,1.000000,1.000000,0.000000,1.000000,5.000000,6.000000,0.000000,1.000000,0.000000,2.000000,1.000000,1.000000,0.000000
-0.001763,1.060366,-0.005863,-5.000000,2.000000,4.000000,0.000000,5.000000,6.000000,4.000000,9.000000,-2.000000,-1.000000,20.000000,0.000000,6.000000,8.000000,4.000000,0.000000,1.000000,-2.000000,0.000000,4.000000,3.000000,6.000000,0.000000,0.000000,5.000000,5.000000,1.000000,0.000000,0.000000,-3.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.000000,9.000000,0.000000,13.000000,0.000000,0.000000,-8.000000,19.000000,0.000000,-1.000000,0.000000,25.000000,0.000000,1.000000,3.000000,-1.000000,0.000000,-1.000000,3.000000,2.000000,4.000000,8.000000,8.000000,0.000000,1.000000,7.000000,-1.000000,0.000000,0.000000
0.000772,1.005119,-0.000634,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,2.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000245,1.014032,0.006487,4.000000,0.000000,0.000000,0.000000,1.000000,3.000000,-2.000000,1.000000,0.000000,0.000000,5.000000,0.000000,2.000000,0.000000,5.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,3.000000,0.000000,0.000000,4.000000,2.000000,0.000000,0.000000,5.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000983,1.043050,-0.004116,12.000000,1.000000,1.000000,0.000000,1.000000,5.000000,3.000000,3.000000,1.000000,0.000000,10.000000,1.000000,0.000000,2.000000,4.000000,0.000000,1.000000,8.000000,0.000000,6.000000,-1.000000,2.000000,3.000000,0.000000,7.000000,7.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,3.000000,5.000000,-1.000000,0.000000,4.000000,0.000000,6.000000,0.000000,0.000000,13.000000,10.000000,0.000000,1.000000,13.000000,24.000000,0.000000,2.000000,3.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,3.000000,4.000000,3.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000
-0.003421,0.978675,0.003443,0.000000,-1.000000,-2.000000,0.000000,-1.000000,-4.000000,-1.000000,-3.000000,0.000000,0.000000,-9.000000,0.000000,-4.000000,-1.000000,-1.000000,0.000000,-2.000000,0.000000,0.000000,-1.000000,0.000000,-1.000000,0.000000,0.000000,-4.000000,-4.000000,0.000000,0.000000,0.000000,0.000000,-2.000000,-2.000000,0.000000,-4.000000,0.000000,0.000000,-3.000000,0.000000,-8.000000,0.000000,0.000000,0.000000,-4.000000,0.000000,0.000000,-1.000000,-9.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-3.000000,-5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000212,1.002209,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,1.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000687,1.001202,-0.000644,0.000000,0.000000,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,-1.000000,0.000000,1.000000,0.000000,2.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000
0.021458,0.524889,-0.023737,-76.000000,-1.000000,-28.000000,-1.000000,-34.000000,-46.000000,-14.000000,-88.000000,-23.000000,-15.000000,-86.000000,-4.000000,-47.000000,-13.000000,-69.000000,-1.000000,-2.000000,0.000000,-1.000000,-24.000000,-10.000000,-44.000000,-1.000000,-6.000000,-15.000000,-32.000000,-10.000000,0.000000,0.000000,-2.000000,-11.000000,-2.000000,-64.000000,-30.000000,-13.000000,0.000000,-13.000000,-1.000000,-16.000000,0.000000,0.000000,-25.000000,-106.000000,-1.000000,0.000000,-110.000000,-356.000000,-2.000000,-12.000000,-22.000000,-2.000000,-5.000000,-33.000000,-11.000000,-7.000000,-28.000000,-40.000000,-13.000000,-3.000000,0.000000,-33.000000,-2.000000,-17.000000,0.000000
-0.003787,1.063806,-0.000191,8.000000,0.000000,3.000000,0.000000,3.000000,1.000000,1.000000,6.000000,1.000000,2.000000,6.000000,3.000000,1.000000,0.000000,7.000000,0.000000,1.000000,5.000000,0.000000,7.000000,3.000000,4.000000,1.000000,0.000000,7.000000,7.000000,3.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,2.000000,0.000000,1.000000,0.000000,0.000000,11.000000,15.000000,0.000000,0.000000,11.000000,33.000000,0.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,2.000000,5.000000,3.000000,0.000000,2.000000,0.000000,4.000000,0.000000,0.000000,0.000000
0.002456,0.999582,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,2.000000,0.000000,-2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
